date,country,channel,campaign,device,group,impressions,clicks,conversions,spend_usd
2025-03-07,SG,Facebook,Flight,desktop,A,4872,176,10,199.05
2025-02-03,TW,Baidu,Flight,desktop,B,12654,488,18,686.43
2025-02-19,TW,Twitter,Flight,desktop,B,7408,293,13,275.39
2025-01-26,JP,Google,Vacation,desktop,B,2670,125,6,89.36
2025-01-25,SG,Google,Hotel,desktop,A,14353,593,22,440.76
2025-01-12,TH,Google,Flight,mobile,B,235,12,0,2.51
2025-01-30,KR,Google,Vacation,desktop,B,8071,393,20,171.13
2025-03-14,TW,Naver,Flight,desktop,A,5024,152,4,149.6
2025-03-26,TW,Google,Vacation,mobile,B,6160,307,12,63.13
2025-02-27,TH,Google,Hotel,mobile,A,11977,539,17,178.69
2025-02-26,KR,Google,Flight,desktop,B,7749,397,16,100.86
2025-02-25,JP,Baidu,Flight,desktop,A,2086,57,2,19.89
2025-02-12,SG,Baidu,Flight,desktop,A,5064,143,5,35.67
2025-02-08,TW,Baidu,Vacation,mobile,B,3252,119,3,145.24
2025-02-25,KR,Google,Flight,mobile,B,9463,457,22,647.02
2025-03-12,TW,Facebook,Flight,desktop,B,9742,414,22,490.29
2025-02-07,SG,Google,Flight,desktop,A,11945,449,20,472.67
2025-02-20,JP,Facebook,Vacation,mobile,A,9211,305,13,183.74
2025-02-12,SG,Google,Hotel,mobile,B,4504,217,13,290.26
2025-01-26,KR,Baidu,Hotel,desktop,A,3747,128,6,146.76
2025-01-27,TH,Google,Flight,desktop,A,13981,583,22,180.64
2025-01-08,JP,Facebook,Hotel,desktop,B,5975,263,12,151.25
2025-02-09,TW,Google,Hotel,mobile,B,13472,674,38,861.18
2025-03-06,KR,Twitter,Vacation,desktop,B,2089,72,2,51.13
2025-03-03,TH,Twitter,Vacation,mobile,B,10615,419,16,140.59
2025-03-30,TH,Facebook,Flight,mobile,B,14152,662,34,252.63
2025-01-04,TH,Google,Hotel,desktop,B,10091,487,25,481.84
2025-03-10,SG,Google,Hotel,desktop,B,8022,407,20,525.63
2025-03-13,KR,Baidu,Flight,mobile,A,385,10,0,9.5
2025-02-09,JP,Baidu,Vacation,mobile,B,12972,571,28,119.77
2025-01-26,SG,Naver,Hotel,mobile,B,9501,403,15,409.52
2025-02-02,SG,Facebook,Hotel,mobile,B,13726,616,35,91.33
2025-03-03,JP,Facebook,Hotel,mobile,A,14853,528,25,643.54
2025-03-19,SG,Naver,Hotel,mobile,A,912,30,2,17.7
2025-02-27,TW,Naver,Vacation,desktop,A,6266,179,6,60.5
2025-02-16,TH,Facebook,Vacation,mobile,B,10782,490,23,459.67
2025-02-28,SG,Google,Flight,mobile,B,3093,155,7,161.12
2025-01-07,KR,Baidu,Vacation,desktop,A,9493,293,8,80.44
2025-02-24,TH,Twitter,Vacation,mobile,B,9295,345,12,364.63
2025-01-04,JP,Baidu,Hotel,desktop,B,2787,120,5,144.7
2025-03-28,JP,Google,Vacation,desktop,A,13791,565,22,304.37
2025-03-22,SG,Twitter,Hotel,mobile,A,7656,231,8,52.1
2025-02-15,TW,Naver,Hotel,mobile,B,3159,122,11,21.24
2025-02-03,JP,Twitter,Flight,mobile,A,10606,338,14,402.23
2025-03-07,JP,Naver,Vacation,mobile,B,1003,38,3,44.67
2025-02-27,TH,Google,Flight,mobile,A,550,25,1,36.77
2025-03-05,SG,Facebook,Flight,desktop,A,8676,317,11,133.78
2025-02-16,TH,Baidu,Flight,desktop,A,10070,346,10,63.25
2025-01-22,SG,Google,Vacation,mobile,A,1086,58,5,36.34
2025-01-07,SG,Twitter,Hotel,desktop,A,6100,181,11,207.6
2025-01-26,KR,Twitter,Hotel,desktop,B,9565,377,19,269.52
2025-02-17,KR,Baidu,Hotel,mobile,A,4445,132,5,196.12
2025-02-08,SG,Naver,Hotel,mobile,A,5195,166,4,136.73
2025-02-15,JP,Twitter,Hotel,desktop,A,7394,237,9,165.51
2025-01-25,TW,Twitter,Vacation,mobile,A,9821,273,13,376.0
2025-03-26,SG,Baidu,Vacation,desktop,B,11048,425,17,216.94
2025-02-03,JP,Facebook,Vacation,mobile,A,11266,372,16,524.7
2025-03-18,KR,Baidu,Vacation,desktop,A,14478,390,11,103.5
2025-02-05,TH,Google,Flight,mobile,A,8299,331,18,207.58
2025-02-09,TW,Naver,Flight,desktop,A,10234,313,13,232.97
2025-02-24,SG,Naver,Vacation,mobile,A,5576,163,1,137.86
2025-01-24,TH,Naver,Vacation,desktop,A,13654,392,17,57.45
2025-01-20,KR,Naver,Vacation,mobile,B,12999,494,31,641.63
2025-02-04,TH,Baidu,Flight,mobile,B,6979,299,12,233.07
2025-03-14,KR,Twitter,Hotel,desktop,B,11224,459,28,83.24
2025-01-14,SG,Twitter,Vacation,mobile,A,1828,44,2,54.83
2025-02-09,TH,Baidu,Vacation,desktop,A,288,3,0,1.43
2025-03-02,TW,Twitter,Vacation,mobile,A,2437,75,1,7.56
2025-03-05,SG,Google,Vacation,mobile,A,10198,421,18,414.8
2025-02-09,KR,Baidu,Flight,mobile,B,14354,540,29,259.85
2025-01-08,SG,Google,Vacation,mobile,A,9762,440,16,504.15
2025-01-02,KR,Facebook,Vacation,mobile,B,4440,196,3,26.74
2025-02-12,SG,Google,Vacation,desktop,A,5625,232,7,279.96
2025-03-14,JP,Google,Flight,desktop,A,11143,431,14,360.42
2025-01-03,SG,Baidu,Hotel,mobile,B,10221,413,19,167.52
2025-03-21,TH,Google,Flight,mobile,A,11478,413,18,217.76
2025-03-02,TH,Naver,Hotel,mobile,B,11075,435,21,529.15
2025-01-01,JP,Baidu,Vacation,mobile,A,12884,376,20,520.83
2025-01-31,KR,Baidu,Hotel,desktop,A,7755,242,10,95.58
2025-01-20,KR,Facebook,Flight,mobile,B,10821,501,29,678.16
2025-03-27,TW,Google,Flight,desktop,A,595,26,2,11.18
2025-02-19,SG,Naver,Flight,desktop,A,14760,449,20,368.59
2025-01-30,JP,Naver,Hotel,mobile,B,229,9,1,4.83
2025-01-26,JP,Twitter,Hotel,desktop,A,10827,327,15,194.92
2025-02-20,SG,Baidu,Hotel,mobile,B,11372,445,18,365.88
2025-01-01,TH,Baidu,Flight,desktop,A,2568,62,1,88.32
2025-01-24,KR,Google,Flight,desktop,B,2515,122,10,67.01
2025-01-15,SG,Twitter,Flight,desktop,A,9023,294,9,255.06
2025-02-25,KR,Twitter,Vacation,desktop,A,1516,44,2,24.45
2025-03-02,TW,Google,Vacation,desktop,A,11482,483,17,471.01
2025-02-12,KR,Google,Flight,desktop,A,14893,582,31,554.44
2025-01-13,SG,Google,Vacation,mobile,A,4601,194,10,212.78
2025-02-03,TW,Naver,Hotel,mobile,B,10567,399,20,227.27
2025-03-17,KR,Baidu,Hotel,mobile,A,11621,361,15,173.37
2025-01-19,JP,Baidu,Vacation,mobile,A,13925,387,16,420.05
2025-01-15,KR,Baidu,Vacation,desktop,A,8128,255,6,234.43
2025-01-11,TH,Twitter,Vacation,desktop,B,1304,43,4,51.07
2025-03-15,SG,Naver,Flight,desktop,A,2013,63,2,20.74
2025-01-11,SG,Google,Hotel,desktop,A,4743,179,7,156.11
2025-02-22,JP,Facebook,Flight,desktop,B,2455,117,8,42.22
2025-03-31,KR,Naver,Hotel,mobile,A,6712,215,12,215.42
2025-02-27,JP,Baidu,Vacation,desktop,B,2110,91,6,116.41
2025-02-07,KR,Twitter,Hotel,mobile,B,11466,447,18,133.18
2025-01-19,JP,Google,Flight,mobile,B,10798,519,24,564.28
2025-01-01,TW,Facebook,Vacation,mobile,B,3773,147,8,208.45
2025-01-15,SG,Google,Flight,mobile,A,7503,284,14,114.9
2025-03-27,TW,Google,Flight,mobile,A,14529,538,19,718.91
2025-01-13,JP,Baidu,Flight,mobile,A,14659,451,19,507.83
2025-01-02,SG,Facebook,Hotel,mobile,A,9828,340,19,324.71
2025-03-15,SG,Twitter,Flight,desktop,B,1359,56,3,67.12
2025-02-07,JP,Google,Vacation,desktop,B,12621,674,31,526.25
2025-02-02,SG,Facebook,Vacation,mobile,B,6458,294,10,112.24
2025-03-06,JP,Baidu,Hotel,mobile,B,9927,421,32,321.41
2025-02-17,TW,Naver,Hotel,mobile,B,14043,553,29,776.31
2025-03-24,KR,Facebook,Flight,desktop,B,674,20,1,29.53
2025-02-12,TH,Naver,Hotel,desktop,A,2711,96,6,77.96
2025-03-06,JP,Baidu,Flight,mobile,A,3080,78,4,11.37
2025-03-21,JP,Google,Vacation,mobile,B,2697,122,5,55.71
2025-02-11,KR,Facebook,Flight,desktop,B,3543,141,7,179.64
2025-01-26,KR,Facebook,Flight,desktop,B,9116,392,23,406.92
2025-03-29,SG,Naver,Flight,mobile,A,10711,303,13,390.49
2025-01-21,TW,Google,Flight,mobile,B,11493,594,32,150.91
2025-01-04,TH,Twitter,Hotel,desktop,A,8838,281,8,35.43
2025-02-22,TH,Naver,Hotel,mobile,A,12908,374,11,461.53
2025-03-30,TW,Naver,Flight,mobile,B,14741,598,40,274.45
2025-01-08,SG,Google,Hotel,mobile,B,14871,749,40,909.99
2025-03-18,KR,Google,Vacation,mobile,A,11058,422,19,436.25
2025-03-16,JP,Twitter,Hotel,desktop,A,8933,276,10,258.56
2025-03-25,TH,Twitter,Vacation,mobile,A,7176,205,8,137.37
2025-02-07,TW,Google,Flight,mobile,B,12974,638,27,95.47
2025-01-23,SG,Naver,Hotel,mobile,B,4849,197,12,264.24
2025-02-16,JP,Facebook,Flight,mobile,B,9386,417,21,418.0
2025-01-13,JP,Naver,Hotel,mobile,B,4006,145,2,90.86
2025-03-17,TH,Google,Vacation,mobile,A,5036,223,10,219.47
2025-03-01,TW,Naver,Flight,desktop,B,12147,503,24,523.89
2025-02-13,SG,Facebook,Flight,mobile,A,1751,52,3,51.71
2025-02-16,SG,Naver,Flight,desktop,B,208,6,0,7.98
2025-03-06,JP,Google,Vacation,mobile,B,988,41,3,33.84
2025-02-17,KR,Naver,Flight,desktop,A,11810,366,11,390.16
2025-03-17,JP,Google,Hotel,mobile,A,1567,58,2,21.39
2025-03-25,TH,Naver,Flight,desktop,B,4521,191,9,220.03
2025-03-27,SG,Facebook,Hotel,desktop,A,263,7,0,8.9
2025-02-25,KR,Baidu,Hotel,desktop,B,4059,159,6,22.93
2025-03-08,SG,Baidu,Hotel,mobile,A,13857,455,18,241.78
2025-01-28,KR,Naver,Vacation,mobile,B,5807,242,8,89.11
2025-01-04,TH,Google,Flight,mobile,B,5272,231,9,60.68
2025-02-06,KR,Naver,Hotel,desktop,A,7945,267,7,264.44
2025-03-20,KR,Baidu,Flight,desktop,B,7579,273,13,242.57
2025-01-13,JP,Facebook,Flight,desktop,B,7562,345,21,198.1
2025-02-19,TH,Baidu,Vacation,desktop,A,661,20,0,12.79
2025-01-18,TH,Naver,Vacation,mobile,B,731,26,2,6.52
2025-02-08,TW,Twitter,Flight,desktop,B,8641,307,10,398.48
2025-01-13,JP,Twitter,Vacation,desktop,B,14781,590,31,105.02
2025-03-08,TH,Twitter,Flight,desktop,B,7983,330,19,462.8
2025-03-14,JP,Naver,Vacation,mobile,A,1320,42,2,22.85
2025-03-10,KR,Baidu,Vacation,mobile,B,12132,496,23,63.34
2025-03-05,SG,Baidu,Hotel,mobile,A,2384,80,3,39.5
2025-01-22,TH,Naver,Vacation,desktop,A,5611,144,5,87.17
2025-02-17,JP,Naver,Hotel,mobile,A,7898,232,6,49.95
2025-01-10,JP,Facebook,Vacation,desktop,A,11733,412,14,499.8
2025-02-03,TH,Google,Flight,mobile,A,6767,278,10,155.8
2025-02-15,JP,Google,Vacation,mobile,B,7386,372,27,91.3
2025-03-02,KR,Facebook,Hotel,desktop,B,8600,393,24,514.53
2025-01-09,SG,Facebook,Vacation,mobile,B,10557,443,12,330.23
2025-03-15,KR,Baidu,Flight,desktop,A,9479,287,15,33.91
2025-02-11,TH,Baidu,Hotel,desktop,A,13896,403,17,228.4
2025-03-21,TW,Naver,Flight,mobile,A,13072,399,20,557.78
2025-02-17,TH,Naver,Hotel,mobile,A,10738,309,10,386.29
2025-02-19,SG,Twitter,Vacation,mobile,A,13231,390,12,525.48
2025-03-04,KR,Twitter,Hotel,mobile,B,5661,244,13,196.59
2025-03-15,TH,Baidu,Hotel,mobile,B,4037,149,5,151.08
2025-01-15,SG,Facebook,Hotel,mobile,A,12856,443,12,323.58
2025-02-16,KR,Naver,Vacation,desktop,B,13051,554,28,235.84
2025-01-03,SG,Twitter,Hotel,mobile,A,1873,57,4,67.1
2025-02-12,TW,Google,Vacation,desktop,B,654,28,1,15.4
2025-03-15,TH,Facebook,Vacation,desktop,B,9176,447,18,316.39
2025-03-19,TW,Naver,Flight,desktop,B,2962,120,9,176.36
2025-01-26,TW,Google,Hotel,mobile,A,5564,222,10,205.72
2025-02-04,JP,Twitter,Hotel,desktop,B,6290,222,10,198.94
2025-02-19,KR,Naver,Vacation,mobile,A,10957,327,9,303.6
2025-02-05,SG,Twitter,Hotel,mobile,B,680,27,1,37.55
2025-01-17,SG,Baidu,Hotel,mobile,B,4787,184,10,110.88
2025-01-28,TH,Facebook,Vacation,mobile,B,3913,164,14,189.75
2025-02-06,KR,Google,Flight,desktop,B,6913,332,7,47.33
2025-02-16,KR,Baidu,Flight,mobile,B,7190,280,12,147.11
2025-03-24,JP,Twitter,Vacation,mobile,B,8315,348,20,503.05
2025-02-19,TW,Google,Flight,mobile,A,9026,374,18,147.58
2025-02-04,TH,Naver,Flight,desktop,A,4536,122,1,95.32
2025-03-01,KR,Twitter,Vacation,desktop,B,4846,209,7,134.88
2025-03-11,JP,Facebook,Flight,mobile,A,7371,275,10,278.39
2025-02-08,TW,Twitter,Flight,desktop,B,4256,171,12,163.61
2025-02-14,JP,Facebook,Flight,mobile,A,7817,291,8,332.06
2025-01-20,JP,Facebook,Hotel,mobile,A,3616,100,2,61.41
2025-03-19,SG,Baidu,Hotel,mobile,A,11523,312,17,63.47
2025-03-20,TH,Baidu,Flight,desktop,A,4944,150,4,142.45
2025-01-16,SG,Twitter,Vacation,desktop,B,2854,116,7,66.17
2025-02-01,TW,Facebook,Flight,desktop,A,1812,64,2,75.44
2025-01-25,SG,Naver,Flight,mobile,A,5355,169,3,227.25
2025-03-25,KR,Facebook,Hotel,mobile,A,2348,113,5,134.84
2025-01-06,JP,Baidu,Hotel,mobile,B,9665,386,23,366.41
2025-01-19,JP,Twitter,Flight,desktop,B,11155,466,23,333.59
2025-01-29,KR,Twitter,Flight,desktop,B,3409,144,9,17.55
2025-02-20,JP,Baidu,Flight,desktop,B,6463,238,7,61.68
2025-01-23,SG,Naver,Flight,desktop,B,12690,564,33,86.71
2025-02-18,SG,Naver,Vacation,desktop,B,13568,550,35,287.79
2025-03-09,JP,Facebook,Hotel,desktop,A,14482,529,16,502.69
2025-03-16,SG,Naver,Vacation,mobile,A,4500,132,6,37.23
2025-01-09,KR,Twitter,Hotel,mobile,A,12396,384,19,113.04
2025-01-13,KR,Naver,Vacation,mobile,B,6795,242,12,116.85
2025-01-09,TH,Twitter,Hotel,desktop,A,3607,119,3,159.22
2025-03-23,TH,Twitter,Flight,mobile,B,12506,485,30,129.22
2025-02-28,TH,Facebook,Hotel,desktop,B,1563,66,3,83.61
2025-02-17,TW,Facebook,Hotel,mobile,A,7790,266,17,66.35
2025-03-13,KR,Google,Flight,desktop,B,1304,67,2,67.55
2025-02-22,TH,Facebook,Hotel,desktop,A,10498,355,8,416.01
2025-01-22,TH,Google,Hotel,desktop,A,12743,500,18,261.8
2025-02-15,TH,Google,Flight,desktop,A,6494,291,12,213.07
2025-03-05,TW,Facebook,Vacation,mobile,A,3778,148,9,215.31
2025-01-04,TH,Facebook,Hotel,desktop,A,6271,220,9,226.92
2025-02-24,TH,Google,Vacation,mobile,B,12997,638,31,937.64
2025-02-14,SG,Naver,Hotel,desktop,A,2239,64,2,92.48
2025-01-07,JP,Google,Vacation,mobile,A,9759,399,16,489.48
2025-01-24,JP,Twitter,Flight,mobile,B,11772,491,19,597.14
2025-02-10,JP,Facebook,Vacation,desktop,A,14663,525,24,614.44
2025-01-31,JP,Google,Flight,desktop,A,4399,167,4,82.91
2025-01-27,JP,Twitter,Hotel,mobile,B,5573,226,10,302.64
2025-02-28,TW,Google,Vacation,mobile,A,759,27,5,25.44
2025-02-06,KR,Facebook,Flight,desktop,B,5447,259,13,64.19
2025-02-14,TW,Naver,Vacation,mobile,B,9094,347,20,332.2
2025-03-13,SG,Facebook,Flight,desktop,B,11973,545,27,388.25
2025-01-09,JP,Google,Hotel,desktop,A,8805,359,12,92.96
2025-02-02,KR,Naver,Vacation,mobile,A,842,29,1,35.84
2025-01-07,TH,Twitter,Vacation,desktop,A,5366,178,7,50.88
2025-03-25,TH,Twitter,Hotel,mobile,A,591,12,0,13.24
2025-01-17,TW,Baidu,Vacation,desktop,A,7281,214,7,209.89
2025-03-15,JP,Google,Vacation,desktop,A,10842,414,11,195.36
2025-01-18,TW,Baidu,Flight,desktop,B,1878,71,3,61.75
2025-01-30,KR,Naver,Hotel,mobile,B,351,16,1,13.15
2025-02-24,TH,Baidu,Hotel,desktop,B,2337,108,8,136.66
2025-03-16,SG,Facebook,Vacation,desktop,A,8607,324,6,187.72
2025-01-17,TH,Twitter,Flight,desktop,A,7864,218,10,285.3
2025-01-20,KR,Naver,Hotel,desktop,A,10031,301,10,418.64
2025-03-21,TW,Baidu,Hotel,desktop,B,8791,338,25,392.64
2025-01-29,SG,Google,Hotel,mobile,A,7034,313,8,147.5
2025-01-19,TW,Google,Flight,mobile,B,6848,345,12,170.29
2025-03-08,SG,Baidu,Vacation,mobile,B,4761,179,7,189.44
2025-01-09,KR,Naver,Vacation,mobile,B,10883,444,26,246.99
2025-03-20,JP,Naver,Flight,desktop,B,13077,564,25,205.72
2025-03-20,TH,Facebook,Flight,mobile,B,12663,577,33,575.47
2025-03-19,SG,Twitter,Hotel,desktop,A,12116,366,16,503.01
2025-01-27,TH,Baidu,Hotel,desktop,B,4521,179,12,146.26
2025-01-11,JP,Google,Flight,desktop,A,1638,56,5,15.38
2025-02-08,SG,Baidu,Vacation,mobile,A,6623,206,12,228.65
2025-01-31,TH,Naver,Hotel,desktop,B,6367,248,11,60.19
2025-03-28,JP,Google,Flight,mobile,B,6691,333,16,109.79
2025-02-26,TH,Google,Vacation,desktop,B,13303,666,35,149.55
2025-03-26,TW,Twitter,Hotel,mobile,A,4744,158,4,181.82
2025-03-09,SG,Google,Flight,mobile,B,5659,286,15,104.81
2025-03-06,KR,Twitter,Hotel,desktop,B,1308,62,3,55.04
2025-01-11,JP,Baidu,Flight,mobile,B,2010,92,2,103.54
2025-01-07,SG,Baidu,Flight,desktop,A,2681,93,1,70.67
2025-01-05,KR,Facebook,Vacation,mobile,B,10702,523,17,81.69
2025-02-23,KR,Facebook,Hotel,mobile,A,2250,75,0,103.19
2025-01-19,JP,Twitter,Hotel,desktop,A,10242,315,15,173.0
2025-03-31,TW,Twitter,Hotel,mobile,B,11816,485,27,111.8
2025-01-12,JP,Naver,Flight,desktop,B,11158,428,13,238.84
2025-03-27,SG,Baidu,Vacation,mobile,B,10517,416,21,217.01
2025-03-02,JP,Naver,Flight,mobile,A,4463,139,4,169.08
2025-01-10,SG,Naver,Hotel,mobile,A,451,9,0,4.19
2025-01-06,KR,Facebook,Flight,desktop,A,10009,335,9,298.38
2025-02-05,JP,Baidu,Hotel,mobile,A,12578,361,14,193.35
2025-01-31,SG,Baidu,Vacation,desktop,A,13357,408,16,576.91
2025-01-29,KR,Naver,Flight,mobile,B,1197,51,1,57.63
2025-02-17,TW,Facebook,Hotel,desktop,A,13905,472,21,400.78
2025-01-12,KR,Naver,Vacation,mobile,B,14921,624,25,124.57
2025-01-12,TW,Facebook,Flight,desktop,A,11663,420,17,343.95
2025-03-04,JP,Twitter,Hotel,mobile,B,5569,241,14,230.77
2025-03-31,TH,Facebook,Flight,mobile,B,2019,102,4,129.83
2025-01-25,TH,Twitter,Vacation,mobile,A,2944,97,1,127.49
2025-03-25,JP,Twitter,Vacation,desktop,A,11163,312,9,63.04
2025-02-01,KR,Google,Flight,desktop,B,8645,419,16,398.54
2025-01-31,SG,Google,Hotel,mobile,A,5237,194,8,204.82
2025-01-09,KR,Naver,Vacation,mobile,A,8467,267,14,240.67
2025-02-08,JP,Baidu,Vacation,mobile,B,12455,527,24,387.88
2025-02-14,KR,Facebook,Flight,mobile,A,5002,170,8,145.5
2025-03-01,TW,Facebook,Vacation,desktop,A,879,31,1,19.25
2025-01-15,KR,Google,Flight,mobile,A,8958,385,13,430.96
2025-01-17,TH,Facebook,Hotel,desktop,A,9783,358,9,401.38
2025-02-08,TW,Facebook,Flight,mobile,B,2012,99,5,64.14
2025-01-07,KR,Facebook,Hotel,desktop,A,14038,529,20,200.23
2025-01-13,KR,Twitter,Vacation,mobile,B,6365,283,12,275.3
2025-02-26,KR,Naver,Flight,desktop,A,11210,317,12,159.9
2025-03-27,SG,Naver,Flight,desktop,A,13712,384,16,200.44
2025-02-21,TW,Naver,Flight,desktop,B,8611,382,19,67.41
2025-01-14,SG,Baidu,Hotel,mobile,B,8773,323,19,373.66
2025-03-31,SG,Baidu,Vacation,mobile,B,7775,301,15,179.72
2025-02-16,TH,Baidu,Flight,mobile,B,617,24,1,13.3
2025-03-06,TH,Baidu,Hotel,desktop,B,2092,82,8,64.53
2025-01-18,TW,Baidu,Hotel,mobile,B,12111,539,23,142.79
2025-02-22,SG,Twitter,Vacation,mobile,B,7583,300,20,213.92
2025-01-07,KR,Baidu,Hotel,desktop,B,10947,414,17,440.01
2025-02-26,KR,Naver,Vacation,desktop,A,13306,402,21,432.63
2025-01-19,TH,Twitter,Flight,mobile,B,2038,79,3,65.15
2025-03-23,TH,Google,Vacation,mobile,B,10804,528,27,655.7
2025-01-05,SG,Facebook,Hotel,desktop,B,7159,321,21,66.93
2025-02-28,JP,Baidu,Hotel,desktop,A,12582,391,12,240.27
2025-01-13,SG,Twitter,Vacation,mobile,B,9359,369,17,420.67
2025-03-03,JP,Naver,Vacation,desktop,B,14540,626,36,850.15
2025-02-14,KR,Baidu,Flight,desktop,B,3330,144,11,177.85
2025-03-29,JP,Baidu,Flight,mobile,A,359,17,0,7.6
2025-02-28,JP,Naver,Flight,mobile,A,2736,89,6,133.02
2025-02-03,KR,Facebook,Hotel,mobile,A,7127,245,6,79.54
2025-01-08,JP,Facebook,Flight,mobile,B,1158,62,1,59.32
2025-02-23,KR,Facebook,Flight,desktop,A,10808,405,11,169.54
2025-02-09,TH,Twitter,Vacation,mobile,B,5049,212,18,274.79
2025-01-05,SG,Twitter,Flight,desktop,B,4423,169,8,134.56
2025-02-22,TW,Naver,Vacation,mobile,A,13787,419,20,109.23
2025-01-19,KR,Twitter,Hotel,mobile,B,3106,134,10,177.67
2025-01-22,JP,Google,Flight,mobile,A,14109,520,21,455.62
2025-01-01,TW,Google,Hotel,mobile,B,12581,607,20,770.15
2025-02-03,TH,Naver,Flight,desktop,A,1320,33,1,31.17
2025-01-20,JP,Facebook,Flight,mobile,A,9323,335,7,105.23
2025-01-07,KR,Baidu,Flight,mobile,B,635,23,1,9.69
2025-02-09,JP,Google,Flight,mobile,A,9512,368,13,500.33
2025-01-20,TW,Naver,Flight,desktop,A,6108,182,5,253.44
2025-01-13,TW,Twitter,Flight,desktop,B,5092,186,9,225.12
2025-02-12,TH,Facebook,Flight,mobile,A,9576,316,11,158.3
2025-01-06,SG,Baidu,Vacation,mobile,A,2315,67,1,72.02
2025-03-31,TW,Naver,Flight,mobile,B,4318,171,9,247.94
2025-02-12,KR,Naver,Hotel,mobile,B,3261,126,5,156.45
2025-03-31,KR,Twitter,Vacation,mobile,B,11841,457,26,403.81
2025-03-21,TW,Google,Vacation,desktop,B,9282,505,25,341.42
2025-03-30,TW,Twitter,Vacation,mobile,A,2281,66,1,42.75
2025-02-18,KR,Google,Hotel,desktop,B,5154,256,13,132.6
2025-02-08,TH,Twitter,Flight,desktop,A,8618,251,11,364.99
2025-03-06,JP,Google,Vacation,desktop,B,10536,531,21,243.59
2025-01-08,TH,Google,Hotel,mobile,B,7791,417,23,277.53
2025-03-17,TH,Baidu,Flight,mobile,A,1736,49,2,49.59
2025-01-30,JP,Google,Flight,mobile,B,13979,738,37,975.05
2025-01-01,KR,Naver,Flight,mobile,B,12746,498,22,195.31
2025-01-22,KR,Twitter,Hotel,mobile,B,7983,343,13,316.16
2025-01-22,TW,Naver,Vacation,desktop,A,13964,462,19,421.13
2025-01-02,SG,Facebook,Flight,mobile,A,4617,167,4,192.95
2025-03-02,SG,Facebook,Flight,desktop,A,6087,220,9,93.34
2025-01-09,JP,Naver,Vacation,desktop,B,10484,405,19,513.17
2025-03-18,KR,Facebook,Hotel,desktop,A,14274,510,24,467.71
2025-02-10,KR,Facebook,Vacation,desktop,B,14763,714,39,357.8
2025-03-06,TH,Google,Vacation,mobile,B,558,30,1,27.59
2025-01-31,SG,Baidu,Flight,mobile,B,6761,264,9,237.24
2025-01-12,SG,Twitter,Flight,desktop,B,1696,70,6,74.06
2025-01-17,JP,Baidu,Vacation,desktop,B,10246,420,21,490.42
2025-02-28,TW,Twitter,Flight,mobile,B,7432,310,17,196.74
2025-03-06,JP,Google,Flight,desktop,B,756,35,1,19.87
2025-01-25,JP,Google,Vacation,mobile,A,5225,214,13,189.33
2025-02-02,TH,Google,Hotel,desktop,B,12174,603,29,568.01
2025-03-27,JP,Baidu,Hotel,desktop,A,4673,135,5,89.23
2025-03-18,TW,Facebook,Flight,desktop,A,9212,319,15,340.55
2025-02-07,TH,Twitter,Hotel,desktop,A,9407,268,6,326.58
2025-01-22,TH,Naver,Flight,mobile,A,5098,161,5,43.62
2025-01-28,JP,Naver,Hotel,desktop,B,8330,377,24,508.07
2025-02-18,JP,Google,Vacation,desktop,A,11291,455,12,545.0
2025-02-21,KR,Facebook,Vacation,mobile,A,7848,292,5,320.96
2025-01-17,JP,Twitter,Flight,desktop,A,5939,171,5,108.75
2025-01-06,JP,Facebook,Hotel,mobile,A,3198,145,7,37.61
2025-02-14,TH,Google,Vacation,desktop,B,9518,486,23,642.43
2025-03-13,TH,Baidu,Vacation,desktop,A,4457,136,8,129.58
2025-01-14,SG,Google,Flight,mobile,A,12934,491,16,286.67
2025-02-06,TH,Google,Vacation,desktop,B,5503,277,20,326.14
2025-01-15,KR,Facebook,Vacation,desktop,B,13819,597,25,718.36
2025-01-22,KR,Google,Vacation,mobile,A,1350,57,2,17.07
2025-02-25,TW,Baidu,Flight,desktop,A,1906,61,3,20.12
2025-01-26,TH,Naver,Flight,mobile,A,3422,112,5,166.68
2025-01-24,SG,Baidu,Hotel,mobile,B,13761,548,27,511.82
2025-03-31,SG,Facebook,Flight,desktop,B,2638,128,11,142.65
2025-01-16,TW,Baidu,Flight,mobile,A,4809,157,6,170.44
2025-01-18,TH,Baidu,Hotel,mobile,B,11950,481,28,325.62
2025-03-25,TW,Baidu,Hotel,desktop,A,10017,286,8,106.57
2025-02-19,TW,Facebook,Flight,desktop,A,6347,223,10,281.98
2025-01-04,TH,Google,Flight,mobile,A,3781,145,7,176.92
2025-02-08,TW,Google,Flight,desktop,B,7447,375,19,345.66
2025-02-20,JP,Google,Flight,mobile,B,6036,270,17,121.61
2025-01-23,TH,Naver,Hotel,desktop,A,2847,93,3,107.52
2025-02-19,KR,Naver,Vacation,mobile,B,9129,362,14,42.65
2025-02-28,TH,Naver,Flight,mobile,B,13745,566,27,633.57
2025-01-23,TW,Google,Flight,desktop,A,2817,118,4,107.51
2025-03-15,TH,Naver,Hotel,mobile,B,4658,182,6,151.14
2025-02-10,SG,Twitter,Vacation,desktop,B,8256,318,15,404.38
2025-03-28,JP,Twitter,Vacation,desktop,B,12226,554,29,196.82
2025-01-08,JP,Google,Flight,desktop,B,14905,776,47,636.34
